policy_id,payment_date,scheduled_amount,actual_amount,status,payment_schedule
P001356,2019-12-25,217.76,217.76,Paid,Monthly
P001357,2020-06-25,97.1,97.1,Paid,Monthly
P001357,2020-07-25,97.1,97.1,Paid,Monthly
P001357,2020-08-24,97.1,97.1,Paid,Monthly
P001357,2020-09-23,97.1,97.1,Paid,Monthly
P001357,2020-10-23,97.1,97.1,Paid,Monthly
P001357,2020-11-22,97.1,97.1,Paid,Monthly
P001357,2020-12-22,97.1,97.1,Paid,Monthly
P001357,2021-01-21,97.1,97.1,Paid,Monthly
P001357,2021-02-20,97.1,97.1,Paid,Monthly
P001357,2021-03-22,97.1,97.1,Paid,Monthly
P001357,2021-04-21,97.1,97.1,Paid,Monthly
P001357,2021-05-21,97.1,97.1,Paid,Monthly
P001358,2022-01-03,348.58,348.58,Paid,Quarterly
P001358,2022-04-03,348.58,348.58,Paid,Quarterly
P001358,2022-07-02,348.58,348.58,Paid,Quarterly
P001358,2022-09-30,348.58,348.58,Paid,Quarterly
P001359,2019-09-11,288.04,288.04,Paid,Monthly
P001359,2019-10-11,288.04,288.04,Paid,Monthly
P001359,2019-11-10,288.04,288.04,Paid,Monthly
P001359,2019-12-10,288.04,288.04,Paid,Monthly
P001359,2020-01-09,288.04,288.04,Paid,Monthly
P001359,2020-02-08,288.04,288.04,Paid,Monthly
P001360,2021-07-20,101.35,101.35,Paid,Monthly
P001360,2021-08-19,101.35,101.35,Paid,Monthly
P001360,2021-09-18,101.35,101.35,Paid,Monthly
P001360,2021-10-18,101.35,101.35,Paid,Monthly
P001360,2021-11-17,101.35,101.35,Paid,Monthly
P001360,2021-12-17,101.35,101.35,Paid,Monthly
P001360,2022-01-16,101.35,101.35,Paid,Monthly
P001360,2022-02-15,101.35,101.35,Paid,Monthly
P001360,2022-03-17,101.35,101.35,Paid,Monthly
P001360,2022-04-16,101.35,101.35,Paid,Monthly
P001360,2022-05-16,101.35,101.35,Paid,Monthly
P001360,2022-06-15,101.35,101.35,Paid,Monthly
P001361,2021-01-24,496.25,496.25,Paid,Semi-Annual
P001362,2022-10-09,361.01,361.01,Paid,Quarterly
P001362,2023-01-07,361.01,361.01,Paid,Quarterly
P001363,2022-10-08,266.55,266.55,Paid,Quarterly
P001363,2023-01-06,266.55,266.55,Paid,Quarterly
P001363,2023-04-06,266.55,266.55,Paid,Quarterly
P001363,2023-07-05,266.55,266.55,Paid,Quarterly
P001365,2022-04-12,109.63,109.63,Paid,Monthly
P001365,2022-05-12,109.63,109.63,Paid,Monthly
P001365,2022-06-11,109.63,109.63,Paid,Monthly
P001365,2022-07-11,109.63,109.63,Paid,Monthly
P001365,2022-08-10,109.63,115.12,Late,Monthly
P001365,2022-09-09,109.63,109.63,Paid,Monthly
P001365,2022-10-09,109.63,109.63,Paid,Monthly
P001365,2022-11-08,109.63,109.63,Paid,Monthly
P001365,2022-12-08,109.63,109.63,Paid,Monthly
P001365,2023-01-07,109.63,109.63,Paid,Monthly
P001365,2023-02-06,109.63,109.63,Paid,Monthly
P001365,2023-03-08,109.63,109.63,Paid,Monthly
P001366,2021-02-19,223.62,223.62,Paid,Quarterly
P001366,2021-05-20,223.62,223.62,Paid,Quarterly
P001367,2022-07-31,449.27,449.27,Paid,Semi-Annual
P001368,2021-01-30,126.55,126.55,Paid,Monthly
P001368,2021-03-01,126.55,126.55,Paid,Monthly
P001368,2021-03-31,126.55,132.87,Late,Monthly
P001368,2021-04-30,126.55,126.55,Paid,Monthly
P001368,2021-05-30,126.55,126.55,Paid,Monthly
P001368,2021-06-29,126.55,126.55,Paid,Monthly
P001368,2021-07-29,126.55,126.55,Paid,Monthly
P001368,2021-08-28,126.55,126.55,Paid,Monthly
P001368,2021-09-27,126.55,126.55,Paid,Monthly
P001368,2021-10-27,126.55,0.0,Missed,Monthly
P001368,2021-11-26,126.55,126.55,Paid,Monthly
P001368,2021-12-26,126.55,126.55,Paid,Monthly
P001369,2019-08-10,103.06,103.06,Paid,Monthly
P001369,2019-09-09,103.06,103.06,Paid,Monthly
P001369,2019-10-09,103.06,103.06,Paid,Monthly
P001369,2019-11-08,103.06,103.06,Paid,Monthly
P001369,2019-12-08,103.06,103.06,Paid,Monthly
P001369,2020-01-07,103.06,103.06,Paid,Monthly
P001371,2020-04-23,780.24,780.24,Paid,Semi-Annual
P001372,2021-08-23,249.46,249.46,Paid,Quarterly
P001372,2021-11-21,249.46,249.46,Paid,Quarterly
P001373,2019-02-21,200.24,200.24,Paid,Monthly
P001373,2019-03-23,200.24,200.24,Paid,Monthly
P001373,2019-04-22,200.24,200.24,Paid,Monthly
P001373,2019-05-22,200.24,0.0,Missed,Monthly
P001373,2019-06-21,200.24,200.24,Paid,Monthly
P001373,2019-07-21,200.24,200.24,Paid,Monthly
P001373,2019-08-20,200.24,200.24,Paid,Monthly
P001373,2019-09-19,200.24,0.0,Missed,Monthly
P001373,2019-10-19,200.24,200.24,Paid,Monthly
P001373,2019-11-18,200.24,200.24,Paid,Monthly
P001373,2019-12-18,200.24,200.24,Paid,Monthly
P001373,2020-01-17,200.24,200.24,Paid,Monthly
P001374,2022-06-22,843.74,843.74,Paid,Quarterly
P001374,2022-09-20,843.74,885.92,Late,Quarterly
P001374,2022-12-19,843.74,843.74,Paid,Quarterly
P001374,2023-03-19,843.74,843.74,Paid,Quarterly
P001376,2020-11-02,69.25,69.25,Paid,Monthly
P001376,2020-12-02,69.25,69.25,Paid,Monthly
P001376,2021-01-01,69.25,69.25,Paid,Monthly
P001376,2021-01-31,69.25,69.25,Paid,Monthly
P001376,2021-03-02,69.25,69.25,Paid,Monthly
P001376,2021-04-01,69.25,69.25,Paid,Monthly
P001376,2021-05-01,69.25,72.71,Late,Monthly
P001376,2021-05-31,69.25,69.25,Paid,Monthly
P001376,2021-06-30,69.25,69.25,Paid,Monthly
P001376,2021-07-30,69.25,69.25,Paid,Monthly
P001376,2021-08-29,69.25,69.25,Paid,Monthly
P001376,2021-09-28,69.25,69.25,Paid,Monthly
P001377,2022-06-03,46.61,46.61,Paid,Monthly
P001377,2022-07-03,46.61,46.61,Paid,Monthly
P001377,2022-08-02,46.61,46.61,Paid,Monthly
P001377,2022-09-01,46.61,46.61,Paid,Monthly
P001377,2022-10-01,46.61,46.61,Paid,Monthly
P001377,2022-10-31,46.61,46.61,Paid,Monthly
P001377,2022-11-30,46.61,46.61,Paid,Monthly
P001377,2022-12-30,46.61,46.61,Paid,Monthly
P001377,2023-01-29,46.61,46.61,Paid,Monthly
P001377,2023-02-28,46.61,46.61,Paid,Monthly
P001377,2023-03-30,46.61,46.61,Paid,Monthly
P001377,2023-04-29,46.61,46.61,Paid,Monthly
P001378,2020-03-29,51.64,51.64,Paid,Monthly
P001378,2020-04-28,51.64,51.64,Paid,Monthly
P001378,2020-05-28,51.64,51.64,Paid,Monthly
P001378,2020-06-27,51.64,51.64,Paid,Monthly
P001378,2020-07-27,51.64,51.64,Paid,Monthly
P001378,2020-08-26,51.64,51.64,Paid,Monthly
P001378,2020-09-25,51.64,51.64,Paid,Monthly
P001378,2020-10-25,51.64,51.64,Paid,Monthly
P001378,2020-11-24,51.64,51.64,Paid,Monthly
P001378,2020-12-24,51.64,51.64,Paid,Monthly
P001378,2021-01-23,51.64,51.64,Paid,Monthly
P001378,2021-02-22,51.64,51.64,Paid,Monthly
P001379,2022-08-19,620.56,620.56,Paid,Quarterly
P001379,2022-11-17,620.56,620.56,Paid,Quarterly
P001379,2023-02-15,620.56,620.56,Paid,Quarterly
P001379,2023-05-16,620.56,620.56,Paid,Quarterly
P001380,2019-05-10,118.5,118.5,Paid,Quarterly
P001380,2019-08-08,118.5,118.5,Paid,Quarterly
P001380,2019-11-06,118.5,118.5,Paid,Quarterly
P001380,2020-02-04,118.5,118.5,Paid,Quarterly
P001382,2021-08-08,130.07,130.07,Paid,Monthly
P001382,2021-09-07,130.07,130.07,Paid,Monthly
P001382,2021-10-07,130.07,130.07,Paid,Monthly
P001382,2021-11-06,130.07,130.07,Paid,Monthly
P001382,2021-12-06,130.07,130.07,Paid,Monthly
P001382,2022-01-05,130.07,130.07,Paid,Monthly
P001382,2022-02-04,130.07,130.07,Paid,Monthly
P001382,2022-03-06,130.07,130.07,Paid,Monthly
P001382,2022-04-05,130.07,136.57,Late,Monthly
P001382,2022-05-05,130.07,130.07,Paid,Monthly
P001382,2022-06-04,130.07,130.07,Paid,Monthly
P001382,2022-07-04,130.07,130.07,Paid,Monthly
P001383,2022-12-06,55.92,55.92,Paid,Monthly
P001383,2023-01-05,55.92,55.92,Paid,Monthly
P001383,2023-02-04,55.92,55.92,Paid,Monthly
P001383,2023-03-06,55.92,55.92,Paid,Monthly
P001383,2023-04-05,55.92,55.92,Paid,Monthly
P001383,2023-05-05,55.92,55.92,Paid,Monthly
P001383,2023-06-04,55.92,55.92,Paid,Monthly
P001383,2023-07-04,55.92,55.92,Paid,Monthly
P001383,2023-08-03,55.92,55.92,Paid,Monthly
P001383,2023-09-02,55.92,55.92,Paid,Monthly
P001383,2023-10-02,55.92,55.92,Paid,Monthly
P001383,2023-11-01,55.92,55.92,Paid,Monthly
P001384,2020-09-10,109.38,109.38,Paid,Monthly
P001384,2020-10-10,109.38,109.38,Paid,Monthly
P001384,2020-11-09,109.38,109.38,Paid,Monthly
P001384,2020-12-09,109.38,109.38,Paid,Monthly
P001384,2021-01-08,109.38,109.38,Paid,Monthly
P001384,2021-02-07,109.38,0.0,Missed,Monthly
P001385,2022-08-22,95.42,95.42,Paid,Monthly
P001385,2022-09-21,95.42,95.42,Paid,Monthly
P001385,2022-10-21,95.42,95.42,Paid,Monthly
P001385,2022-11-20,95.42,95.42,Paid,Monthly
P001385,2022-12-20,95.42,95.42,Paid,Monthly
P001385,2023-01-19,95.42,95.42,Paid,Monthly
P001385,2023-02-18,95.42,95.42,Paid,Monthly
P001385,2023-03-20,95.42,0.0,Missed,Monthly
P001385,2023-04-19,95.42,95.42,Paid,Monthly
P001385,2023-05-19,95.42,95.42,Paid,Monthly
P001385,2023-06-18,95.42,95.42,Paid,Monthly
P001385,2023-07-18,95.42,95.42,Paid,Monthly
P001387,2019-08-27,139.88,139.88,Paid,Monthly
P001387,2019-09-26,139.88,139.88,Paid,Monthly
P001387,2019-10-26,139.88,139.88,Paid,Monthly
P001387,2019-11-25,139.88,139.88,Paid,Monthly
P001387,2019-12-25,139.88,139.88,Paid,Monthly
P001387,2020-01-24,139.88,139.88,Paid,Monthly
P001387,2020-02-23,139.88,139.88,Paid,Monthly
P001387,2020-03-24,139.88,139.88,Paid,Monthly
P001387,2020-04-23,139.88,139.88,Paid,Monthly
P001387,2020-05-23,139.88,146.87,Late,Monthly
P001387,2020-06-22,139.88,139.88,Paid,Monthly
P001387,2020-07-22,139.88,139.88,Paid,Monthly
P001388,2019-10-14,43.55,43.55,Paid,Monthly
P001388,2019-11-13,43.55,43.55,Paid,Monthly
P001388,2019-12-13,43.55,43.55,Paid,Monthly
P001388,2020-01-12,43.55,43.55,Paid,Monthly
P001388,2020-02-11,43.55,43.55,Paid,Monthly
P001388,2020-03-12,43.55,43.55,Paid,Monthly
P001389,2019-04-03,76.89,76.89,Paid,Monthly
P001389,2019-05-03,76.89,76.89,Paid,Monthly
P001389,2019-06-02,76.89,76.89,Paid,Monthly
P001389,2019-07-02,76.89,76.89,Paid,Monthly
P001389,2019-08-01,76.89,76.89,Paid,Monthly
P001389,2019-08-31,76.89,76.89,Paid,Monthly
P001389,2019-09-30,76.89,76.89,Paid,Monthly
P001389,2019-10-30,76.89,76.89,Paid,Monthly
P001389,2019-11-29,76.89,76.89,Paid,Monthly
P001389,2019-12-29,76.89,76.89,Paid,Monthly
P001389,2020-01-28,76.89,76.89,Paid,Monthly
P001389,2020-02-27,76.89,76.89,Paid,Monthly
P001390,2019-03-18,122.32,122.32,Paid,Monthly
P001390,2019-04-17,122.32,122.32,Paid,Monthly
P001390,2019-05-17,122.32,122.32,Paid,Monthly
P001390,2019-06-16,122.32,122.32,Paid,Monthly
P001390,2019-07-16,122.32,122.32,Paid,Monthly
P001390,2019-08-15,122.32,122.32,Paid,Monthly
P001390,2019-09-14,122.32,122.32,Paid,Monthly
P001390,2019-10-14,122.32,122.32,Paid,Monthly
P001390,2019-11-13,122.32,122.32,Paid,Monthly
P001390,2019-12-13,122.32,122.32,Paid,Monthly
P001390,2020-01-12,122.32,122.32,Paid,Monthly
P001390,2020-02-11,122.32,122.32,Paid,Monthly
P001391,2020-09-15,272.3,272.3,Paid,Quarterly
P001391,2020-12-14,272.3,272.3,Paid,Quarterly
P001392,2021-10-05,463.94,463.94,Paid,Quarterly
P001392,2022-01-03,463.94,463.94,Paid,Quarterly
P001394,2019-07-19,103.36,103.36,Paid,Monthly
P001394,2019-08-18,103.36,103.36,Paid,Monthly
P001394,2019-09-17,103.36,108.53,Late,Monthly
P001394,2019-10-17,103.36,103.36,Paid,Monthly
P001394,2019-11-16,103.36,103.36,Paid,Monthly
P001394,2019-12-16,103.36,103.36,Paid,Monthly
P001394,2020-01-15,103.36,103.36,Paid,Monthly
P001394,2020-02-14,103.36,103.36,Paid,Monthly
P001394,2020-03-15,103.36,103.36,Paid,Monthly
P001394,2020-04-14,103.36,103.36,Paid,Monthly
P001394,2020-05-14,103.36,103.36,Paid,Monthly
P001394,2020-06-13,103.36,103.36,Paid,Monthly
P001396,2022-01-05,79.31,79.31,Paid,Monthly
P001396,2022-02-04,79.31,79.31,Paid,Monthly
P001396,2022-03-06,79.31,79.31,Paid,Monthly
P001396,2022-04-05,79.31,79.31,Paid,Monthly
P001396,2022-05-05,79.31,79.31,Paid,Monthly
P001396,2022-06-04,79.31,79.31,Paid,Monthly
P001396,2022-07-04,79.31,79.31,Paid,Monthly
P001396,2022-08-03,79.31,83.27,Late,Monthly
P001396,2022-09-02,79.31,79.31,Paid,Monthly
P001396,2022-10-02,79.31,83.27,Late,Monthly
P001396,2022-11-01,79.31,79.31,Paid,Monthly
P001396,2022-12-01,79.31,79.31,Paid,Monthly
P001397,2019-10-05,142.95,142.95,Paid,Monthly
P001397,2019-11-04,142.95,142.95,Paid,Monthly
P001397,2019-12-04,142.95,142.95,Paid,Monthly
P001397,2020-01-03,142.95,142.95,Paid,Monthly
P001397,2020-02-02,142.95,142.95,Paid,Monthly
P001397,2020-03-03,142.95,142.95,Paid,Monthly
P001397,2020-04-02,142.95,142.95,Paid,Monthly
P001397,2020-05-02,142.95,142.95,Paid,Monthly
P001397,2020-06-01,142.95,142.95,Paid,Monthly
P001397,2020-07-01,142.95,142.95,Paid,Monthly
P001397,2020-07-31,142.95,142.95,Paid,Monthly
P001397,2020-08-30,142.95,142.95,Paid,Monthly
P001398,2021-03-06,392.62,392.62,Paid,Quarterly
P001398,2021-06-04,392.62,392.62,Paid,Quarterly
P001399,2021-07-18,96.31,96.31,Paid,Monthly
P001399,2021-08-17,96.31,96.31,Paid,Monthly
P001399,2021-09-16,96.31,96.31,Paid,Monthly
P001399,2021-10-16,96.31,96.31,Paid,Monthly
P001399,2021-11-15,96.31,96.31,Paid,Monthly
P001399,2021-12-15,96.31,96.31,Paid,Monthly
P001399,2022-01-14,96.31,96.31,Paid,Monthly
P001399,2022-02-13,96.31,96.31,Paid,Monthly
P001399,2022-03-15,96.31,96.31,Paid,Monthly
P001399,2022-04-14,96.31,96.31,Paid,Monthly
P001399,2022-05-14,96.31,96.31,Paid,Monthly
P001399,2022-06-13,96.31,96.31,Paid,Monthly
P001402,2022-11-27,99.7,99.7,Paid,Quarterly
P001402,2023-02-25,99.7,99.7,Paid,Quarterly
P001404,2021-05-08,139.26,139.26,Paid,Quarterly
P001404,2021-08-06,139.26,139.26,Paid,Quarterly
P001404,2021-11-04,139.26,139.26,Paid,Quarterly
P001404,2022-02-02,139.26,139.26,Paid,Quarterly
P001405,2022-04-17,70.59,70.59,Paid,Monthly
P001405,2022-05-17,70.59,70.59,Paid,Monthly
P001405,2022-06-16,70.59,70.59,Paid,Monthly
P001405,2022-07-16,70.59,70.59,Paid,Monthly
P001405,2022-08-15,70.59,70.59,Paid,Monthly
P001405,2022-09-14,70.59,70.59,Paid,Monthly
P001405,2022-10-14,70.59,70.59,Paid,Monthly
P001405,2022-11-13,70.59,70.59,Paid,Monthly
P001405,2022-12-13,70.59,70.59,Paid,Monthly
P001405,2023-01-12,70.59,70.59,Paid,Monthly
P001405,2023-02-11,70.59,70.59,Paid,Monthly
P001405,2023-03-13,70.59,70.59,Paid,Monthly
P001406,2019-11-13,352.56,352.56,Paid,Semi-Annual
P001407,2021-04-29,75.62,75.62,Paid,Monthly
P001407,2021-05-29,75.62,75.62,Paid,Monthly
P001407,2021-06-28,75.62,75.62,Paid,Monthly
P001407,2021-07-28,75.62,75.62,Paid,Monthly
P001407,2021-08-27,75.62,75.62,Paid,Monthly
P001407,2021-09-26,75.62,75.62,Paid,Monthly
P001407,2021-10-26,75.62,75.62,Paid,Monthly
P001407,2021-11-25,75.62,75.62,Paid,Monthly
P001407,2021-12-25,75.62,75.62,Paid,Monthly
P001407,2022-01-24,75.62,75.62,Paid,Monthly
P001407,2022-02-23,75.62,75.62,Paid,Monthly
P001407,2022-03-25,75.62,75.62,Paid,Monthly
P001409,2019-07-22,126.97,126.97,Paid,Monthly
P001409,2019-08-21,126.97,126.97,Paid,Monthly
P001409,2019-09-20,126.97,126.97,Paid,Monthly
P001409,2019-10-20,126.97,126.97,Paid,Monthly
P001409,2019-11-19,126.97,126.97,Paid,Monthly
P001409,2019-12-19,126.97,126.97,Paid,Monthly
P001409,2020-01-18,126.97,126.97,Paid,Monthly
P001409,2020-02-17,126.97,126.97,Paid,Monthly
P001409,2020-03-18,126.97,126.97,Paid,Monthly
P001409,2020-04-17,126.97,126.97,Paid,Monthly
P001409,2020-05-17,126.97,126.97,Paid,Monthly
P001409,2020-06-16,126.97,126.97,Paid,Monthly
P001411,2022-06-14,223.87,223.87,Paid,Quarterly
P001411,2022-09-12,223.87,223.87,Paid,Quarterly
P001413,2020-07-26,47.96,47.96,Paid,Monthly
P001413,2020-08-25,47.96,50.36,Late,Monthly
P001413,2020-09-24,47.96,47.96,Paid,Monthly
P001413,2020-10-24,47.96,47.96,Paid,Monthly
P001413,2020-11-23,47.96,50.36,Late,Monthly
P001413,2020-12-23,47.96,47.96,Paid,Monthly
P001414,2019-03-09,75.92,75.92,Paid,Monthly
P001414,2019-04-08,75.92,75.92,Paid,Monthly
P001414,2019-05-08,75.92,75.92,Paid,Monthly
P001414,2019-06-07,75.92,75.92,Paid,Monthly
P001414,2019-07-07,75.92,75.92,Paid,Monthly
P001414,2019-08-06,75.92,75.92,Paid,Monthly
P001415,2022-11-14,69.55,69.55,Paid,Monthly
P001415,2022-12-14,69.55,69.55,Paid,Monthly
P001415,2023-01-13,69.55,69.55,Paid,Monthly
P001415,2023-02-12,69.55,69.55,Paid,Monthly
P001415,2023-03-14,69.55,69.55,Paid,Monthly
P001415,2023-04-13,69.55,69.55,Paid,Monthly
P001415,2023-05-13,69.55,69.55,Paid,Monthly
P001415,2023-06-12,69.55,69.55,Paid,Monthly
P001415,2023-07-12,69.55,69.55,Paid,Monthly
P001415,2023-08-11,69.55,69.55,Paid,Monthly
P001415,2023-09-10,69.55,69.55,Paid,Monthly
P001415,2023-10-10,69.55,69.55,Paid,Monthly
P001416,2021-01-28,83.53,83.53,Paid,Monthly
P001416,2021-02-27,83.53,83.53,Paid,Monthly
P001416,2021-03-29,83.53,83.53,Paid,Monthly
P001416,2021-04-28,83.53,87.71,Late,Monthly
P001416,2021-05-28,83.53,83.53,Paid,Monthly
P001416,2021-06-27,83.53,83.53,Paid,Monthly
P001416,2021-07-27,83.53,83.53,Paid,Monthly
P001416,2021-08-26,83.53,83.53,Paid,Monthly
P001416,2021-09-25,83.53,83.53,Paid,Monthly
P001416,2021-10-25,83.53,83.53,Paid,Monthly
P001416,2021-11-24,83.53,83.53,Paid,Monthly
P001416,2021-12-24,83.53,83.53,Paid,Monthly
P001418,2021-06-27,197.25,197.25,Paid,Monthly
P001418,2021-07-27,197.25,197.25,Paid,Monthly
P001418,2021-08-26,197.25,197.25,Paid,Monthly
P001418,2021-09-25,197.25,197.25,Paid,Monthly
P001418,2021-10-25,197.25,197.25,Paid,Monthly
P001418,2021-11-24,197.25,197.25,Paid,Monthly
P001419,2021-06-29,171.56,171.56,Paid,Quarterly
P001419,2021-09-27,171.56,171.56,Paid,Quarterly
P001419,2021-12-26,171.56,171.56,Paid,Quarterly
P001419,2022-03-26,171.56,171.56,Paid,Quarterly
P001420,2020-04-28,460.36,460.36,Paid,Quarterly
P001420,2020-07-27,460.36,460.36,Paid,Quarterly
P001420,2020-10-25,460.36,460.36,Paid,Quarterly
P001420,2021-01-23,460.36,460.36,Paid,Quarterly
P001421,2021-01-12,617.25,617.25,Paid,Quarterly
P001421,2021-04-12,617.25,617.25,Paid,Quarterly
P001421,2021-07-11,617.25,617.25,Paid,Quarterly
P001421,2021-10-09,617.25,617.25,Paid,Quarterly
P001422,2019-07-23,103.26,103.26,Paid,Monthly
P001422,2019-08-22,103.26,103.26,Paid,Monthly
P001422,2019-09-21,103.26,103.26,Paid,Monthly
P001422,2019-10-21,103.26,103.26,Paid,Monthly
P001422,2019-11-20,103.26,103.26,Paid,Monthly
P001422,2019-12-20,103.26,103.26,Paid,Monthly
P001422,2020-01-19,103.26,103.26,Paid,Monthly
P001422,2020-02-18,103.26,103.26,Paid,Monthly
P001422,2020-03-19,103.26,103.26,Paid,Monthly
P001422,2020-04-18,103.26,103.26,Paid,Monthly
P001422,2020-05-18,103.26,103.26,Paid,Monthly
P001422,2020-06-17,103.26,103.26,Paid,Monthly
P001423,2022-11-05,102.29,102.29,Paid,Monthly
P001423,2022-12-05,102.29,102.29,Paid,Monthly
P001423,2023-01-04,102.29,102.29,Paid,Monthly
P001423,2023-02-03,102.29,102.29,Paid,Monthly
P001423,2023-03-05,102.29,102.29,Paid,Monthly
P001423,2023-04-04,102.29,102.29,Paid,Monthly
P001425,2022-01-20,747.24,747.24,Paid,Semi-Annual
P001426,2022-08-13,74.9,74.9,Paid,Monthly
P001426,2022-09-12,74.9,74.9,Paid,Monthly
P001426,2022-10-12,74.9,74.9,Paid,Monthly
P001426,2022-11-11,74.9,74.9,Paid,Monthly
P001426,2022-12-11,74.9,74.9,Paid,Monthly
P001426,2023-01-10,74.9,74.9,Paid,Monthly
P001426,2023-02-09,74.9,74.9,Paid,Monthly
P001426,2023-03-11,74.9,74.9,Paid,Monthly
P001426,2023-04-10,74.9,74.9,Paid,Monthly
P001426,2023-05-10,74.9,74.9,Paid,Monthly
P001426,2023-06-09,74.9,74.9,Paid,Monthly
P001426,2023-07-09,74.9,74.9,Paid,Monthly
P001428,2019-05-05,71.21,71.21,Paid,Monthly
P001428,2019-06-04,71.21,71.21,Paid,Monthly
P001428,2019-07-04,71.21,71.21,Paid,Monthly
P001428,2019-08-03,71.21,71.21,Paid,Monthly
P001428,2019-09-02,71.21,71.21,Paid,Monthly
P001428,2019-10-02,71.21,71.21,Paid,Monthly
P001428,2019-11-01,71.21,71.21,Paid,Monthly
P001428,2019-12-01,71.21,71.21,Paid,Monthly
P001428,2019-12-31,71.21,71.21,Paid,Monthly
P001428,2020-01-30,71.21,71.21,Paid,Monthly
P001428,2020-02-29,71.21,71.21,Paid,Monthly
P001428,2020-03-30,71.21,71.21,Paid,Monthly
P001430,2020-07-19,662.91,662.91,Paid,Semi-Annual
P001431,2020-01-24,38.84,38.84,Paid,Monthly
P001431,2020-02-23,38.84,38.84,Paid,Monthly
P001431,2020-03-24,38.84,38.84,Paid,Monthly
P001431,2020-04-23,38.84,38.84,Paid,Monthly
P001431,2020-05-23,38.84,38.84,Paid,Monthly
P001431,2020-06-22,38.84,38.84,Paid,Monthly
P001431,2020-07-22,38.84,0.0,Missed,Monthly
P001431,2020-08-21,38.84,38.84,Paid,Monthly
P001431,2020-09-20,38.84,38.84,Paid,Monthly
P001431,2020-10-20,38.84,38.84,Paid,Monthly
P001431,2020-11-19,38.84,38.84,Paid,Monthly
P001431,2020-12-19,38.84,38.84,Paid,Monthly
P001432,2019-09-08,254.51,254.51,Paid,Monthly
P001432,2019-10-08,254.51,254.51,Paid,Monthly
P001432,2019-11-07,254.51,254.51,Paid,Monthly
P001432,2019-12-07,254.51,254.51,Paid,Monthly
P001432,2020-01-06,254.51,254.51,Paid,Monthly
P001432,2020-02-05,254.51,254.51,Paid,Monthly
P001432,2020-03-06,254.51,254.51,Paid,Monthly
P001432,2020-04-05,254.51,254.51,Paid,Monthly
P001432,2020-05-05,254.51,254.51,Paid,Monthly
P001432,2020-06-04,254.51,254.51,Paid,Monthly
P001432,2020-07-04,254.51,254.51,Paid,Monthly
P001432,2020-08-03,254.51,254.51,Paid,Monthly
P001433,2021-07-20,280.81,280.81,Paid,Semi-Annual
P001434,2019-07-07,905.4,905.4,Paid,Semi-Annual
P001435,2022-09-19,54.06,54.06,Paid,Monthly
P001435,2022-10-19,54.06,54.06,Paid,Monthly
P001435,2022-11-18,54.06,54.06,Paid,Monthly
P001435,2022-12-18,54.06,54.06,Paid,Monthly
P001435,2023-01-17,54.06,54.06,Paid,Monthly
P001435,2023-02-16,54.06,54.06,Paid,Monthly
P001437,2022-08-07,109.0,109.0,Paid,Monthly
P001437,2022-09-06,109.0,109.0,Paid,Monthly
P001437,2022-10-06,109.0,109.0,Paid,Monthly
P001437,2022-11-05,109.0,109.0,Paid,Monthly
P001437,2022-12-05,109.0,109.0,Paid,Monthly
P001437,2023-01-04,109.0,109.0,Paid,Monthly
P001437,2023-02-03,109.0,109.0,Paid,Monthly
P001437,2023-03-05,109.0,109.0,Paid,Monthly
P001437,2023-04-04,109.0,0.0,Missed,Monthly
P001437,2023-05-04,109.0,109.0,Paid,Monthly
P001437,2023-06-03,109.0,109.0,Paid,Monthly
P001437,2023-07-03,109.0,109.0,Paid,Monthly
P001438,2022-08-02,242.91,242.91,Paid,Quarterly
P001438,2022-10-31,242.91,242.91,Paid,Quarterly
P001438,2023-01-29,242.91,242.91,Paid,Quarterly
P001438,2023-04-29,242.91,242.91,Paid,Quarterly
P001439,2022-05-07,273.82,273.82,Paid,Quarterly
P001439,2022-08-05,273.82,273.82,Paid,Quarterly
P001440,2019-02-13,184.41,184.41,Paid,Monthly
P001440,2019-03-15,184.41,184.41,Paid,Monthly
P001440,2019-04-14,184.41,184.41,Paid,Monthly
P001440,2019-05-14,184.41,184.41,Paid,Monthly
P001440,2019-06-13,184.41,184.41,Paid,Monthly
P001440,2019-07-13,184.41,184.41,Paid,Monthly
P001440,2019-08-12,184.41,184.41,Paid,Monthly
P001440,2019-09-11,184.41,184.41,Paid,Monthly
P001440,2019-10-11,184.41,184.41,Paid,Monthly
P001440,2019-11-10,184.41,184.41,Paid,Monthly
P001440,2019-12-10,184.41,184.41,Paid,Monthly
P001440,2020-01-09,184.41,184.41,Paid,Monthly
P001441,2019-04-14,102.82,102.82,Paid,Monthly
P001441,2019-05-14,102.82,102.82,Paid,Monthly
P001441,2019-06-13,102.82,102.82,Paid,Monthly
P001441,2019-07-13,102.82,102.82,Paid,Monthly
P001441,2019-08-12,102.82,102.82,Paid,Monthly
P001441,2019-09-11,102.82,102.82,Paid,Monthly
P001441,2019-10-11,102.82,102.82,Paid,Monthly
P001441,2019-11-10,102.82,102.82,Paid,Monthly
P001441,2019-12-10,102.82,102.82,Paid,Monthly
P001441,2020-01-09,102.82,102.82,Paid,Monthly
P001441,2020-02-08,102.82,102.82,Paid,Monthly
P001441,2020-03-09,102.82,102.82,Paid,Monthly
P001442,2020-11-14,250.18,250.18,Paid,Quarterly
P001442,2021-02-12,250.18,250.18,Paid,Quarterly
P001443,2020-05-13,52.74,52.74,Paid,Monthly
