artist_id|full_name|nationality|gender|birth_year|death_year
4340|Gastone Novelli|Italian|Male|1925|1968
4341|David Novros|American|Male|1941|
4342|Ira Nowinski|American|Male|1942|
4344|Thomas Nozkowski|American|Male|1944|
4345|Sam Joseph Ntiro|Tanzanian|Male|1923|1993
4346|Yki Nummi|Finnish|Male|1925|1984
4347|Guillermo Nuñez|Chilean|Male|1930|
4348|Jim Nutt|American|Male|1938|
4349|Wallace Nutting|American|Male|1861|1941
4350|Futzie Nutzle|American|Female|1942|
4352|Gunnel Nyman|Finnish|Male|1909|1948
4353|Thom O'Connor|American|Male|1937|
4354|Roderic O'Conor|Irish|Male|1860|1940
4355|Hugh O'Donnell|British|Male|1950|
4356|Juan O'Gorman|Mexican|Male|1905|1982
4357|Frederick O'Hara|American|Male|1904|
4358|Pablo O'Higgins|American|Male|1904|1983
4359|Ida O'Keeffe|American|Female|1889|1961
4360|Georgia O'Keeffe|American|Female|1887|1986
4361|Jon T. O'Neal|American|Male|1957|
4362|John O'Reilly|American|Male|1930|
4363|Timothy O'Sullivan|American|Male|1840|1882
4364|Shuichi Obata|Japanese|Male|1932|
4365|Robert Oberheim|German|Male|1938|
4366|Jean Oberlé|French|Male|1900|1961
4367|Obikawa Seijiro||||
4368|Philomé Obin|Haitian|Male|1892|1986
4370|Isidoro Ocampo|Mexican|Male|1910|1983
4371|Miguel Ocampo|Argentine|Male|1922|
4372|Tetsuo Ochikubo|American|Male|1923|1975
4373|Starr Ockenga|American|Female|1938|
4374|Will Hiroshi Oda|American|Male|1943|
4375|Albert Oehlen|German|Male|1954|
4376|Richard Oelze|German|Male|1900|1981
4377|Donald M. Oenslager|American|Male|1902|1975
4379|Hans Ofner|Austrian|Male|1880|
4380|Haruzo Ohashi|Japanese|Male||
4381|Hiroshi Ohchi|Japanese|Male|1908|1974
4382|Hajime Ohigashi|Japanese|Female||
4383|Ohmae Hiroshi|Japanese|Female||
4384|George Ohr|American|Male|1857|1918
4385|Shinro Ohtake|Japanese|Male|1955|
4386|Koyo Okada|Japanese|Male|1895|1972
4387|Rikuro Okamoto|Japanese|Male|1943|
4388|Shigeo Okamoto|Japanese|Male|1934|
4389|Yoichi R. Okamoto|American|Male|1915|1985
4390|Okamura Kichiemon|Japanese|Male|1916|
4392|Tetsu Okuhara|American|Male|1942|
4393|Rafal Olbinski|Polish|Male|1945|
4394|Joseph Maria Olbrich|Austrian|Male|1867|1908
4395|Alexander Olbricht|German|Male|1876|1942
4396|Serge Oldenbourg|French|Male|1927|2000
4397|Claes Oldenburg|American|Male|1929|
4398|Elizabeth Olds|American|Female|1897|1991
4399|Jules Olitski|American|Male|1922|2007
4400|Nathan Oliveira|American|Male|1928|2010
4401|Amado Mauprivez Oliver|Spanish|Male|1896|1996
4402|Arthur Ollman|American|Male|1947|
4403|Barbara Olmsted|American|Female|1915|2013
4404|Axel Olson|Swedish|Male||
4405|Eric H. Olson|Swedish|Male|1909|1986
4406|Lennart Olson|Swedish|Male|1925|
4407|Koshiro Onchi|Japanese|Male|1891|1955
4408|Toni Onley|Canadian|Male||
4409|Ono Takahiro|Japanese|Male|1925|
4410|Yoko Ono|American|Female|1933|
4411|Gordon Onslow-Ford|British|Male|1912|2003
4413|Roman Opalka|Polish|Male|1931|2011
4414|Rodolfo Opazo|Chilean|Male|1935|
4415|Dennis Oppenheim|American|Male|1938|2011
4416|Meret Oppenheim|Swiss|Female|1913|1985
4419|John Opper|American|Male|1908|1994
4420|Emmanuel-Joseph-Raphael Orazi|French|Male|1860|1934
4422|Ezra Orion|Israeli|Male|1934|2015
4425|Alicia Orlandi|Argentine|Female||
4426|Felipe Orlando|Cuban|Male|1911|2001
4427|Emil Orlik|German|Male|1870|1932
4429|Don Ornitz|American|Male|1920|
4430|José Clemente Orozco|Mexican|Male|1883|1949
4431|Alfred Everitt Orr|American|Male|1886|
4432|Orrby|Swedish|||
4433|Emilio Ortiz|Mexican|Male||
4434|George Ortman|American|Male|1926|2015
4435|Erik Ortvad|Danish|Male|1917|2008
4436|Osawa Gakyù|Japanese|Male|1890|1953
4438|Robert Osborn|American|Male|1904|1994
4439|Christine Osinski|American|Female|1948|
4440|Roberto Ossaye|Guatemalan|Male|1927|1954
4441|Alfonso Ossorio|American|Male|1916|1990
4442|Anders Osterlin|Swedish|Male|1926|
4443|Fayga Ostrower|Brazilian|Female|1920|2001
4444|Arthur Osver|American|Male|1912|2006
4445|Alejandro Otero|Venezuelan|Male|1921|1990
4446|Maria Catalina Otero Lamas|Argentine|Female|1909|
4447|Ryszard K. Otreba|Polish|Male|1932|
4448|Tom Otterness|American|Male|1952|
4449|Otto & Fiere|French|||
4452|Paul Outerbridge|American|Male|1896|1958
4453|Marion Overby|American||1909|
4454|Bill Owens|American|Male|1938|
4456|Owo|German|||
4457|Tetsoro Oya|Japanese|Male||
4458|Amédée Ozenfant|French|Male|1886|1966
4460|Guy Pène du Bois|American|Male|1884|1958
4461|Alice Rahon|French|Female|1904|1987
4462|Wolfgang Paalen|Austrian|Male|1905|1959
4464|Onofrio A. Pacenza|Argentine|Male|1904|1971
4465|Walter Pach|American|Male|1883|1958
4466|Homer Page|American|Male|1918|1985
4467|Patrick D. Pagnano|American|Male|1947|
4468|Andrzej Pagowski|Polish|Male|1953|
4469|Nam June Paik|American|Male|1932|2006
4470|Timo Tauno Pajunen|American|Male|1945|
4471|Luisa Zuloaga de Palacios|Venezuelan|Female|1923|1990
4472|Mimmo Paladino|Italian|Male|1948|
4473|Julio Palazuelos|Chilean|Male|1931|2014
4474|Blinky Palermo|German|Male|1943|1977
4475|Marion Palfi|American|Female|1917|1978
4476|Hans Heinrich Palitzsch|German|Male|1912|
4477|Tony Palladino|American|Male|1930|
4478|Sven Palmqvist|Swedish|Male|1906|1984
4479|Panamarenko|Belgian|Male|1940|
4480|Hally Pancer|American|Female|1961|
4481|José Pancetti|Brazilian|Male|1904|1958
4482|Jerzy Panek|Polish|Male|1918|
4483|Otto Pankok|German|Male|1893|1966
4484|Ivo Pannaggi|Italian|Male|1901|1981
4485|Verner Panton|Danish|Male|1926|1998
4487|Cesare Paolini|Italian|Male|1937|
4488|Eduardo Paolozzi|British|Male|1924|2005
4489|Peter Paone|American|Male|1936|
4490|Tod Papageorge|American|Male|1940|
4491|Antonio Papasso|Italian|Male|1932|
4492|Georges Papazoff|Bulgarian|Male|1894|1972
4493|Frederick Papsdorf|American|Male|1887|1978
4494|Diógenes Paredes|Ecuadorian|Male|1910|1968
4495|Jean-Luc Parant|Tunisian|Male||
4496|Richard Pare|British|Male|1948|
4497|Mimi Parent|Canadian|Female|1924|2005
4498|Harold Paris|American|Male|1925|1979
4499|David Park|American|Male|1911|1960
4500|Ann Parker|American|Female|1934|
4501|Brynhild Parker|British|Male|1907|1987
4502|Olivia Parker|American|Female|1941|
4503|Raymond Parker|American|Male|1922|1990
4506|Martin Parr|British|Male|1952|
4507|Maxfield Parrish|American|Male|1870|1966
4508|Roger Parry|French|Male|1905|1977
4509|Betty Parsons|American|Female|1900|1982
4510|Jürgen Partenheimer|German|Male|1947|
4511|Robert Partin|American|Male|1927|
4512|Roi Partridge|American|Male||
4513|Edward Paschke|American|Male|1939|2004
4514|Jules Pascin|American|Male|1885|1930
4515|Victor Pasmore|British|Male|1908|1998
4516|Leonid Pasternak|Russian|Male||
4517|César Paternosto|Argentine|Male|1931|
4518|Angelo Patin|Italian|Male||
4519|Izhar Patkin|Israeli|Male|1955|
4520|Benjamin Patterson|American|Male|1934|2016
4521|Thomas Patti|American|Male|1943|
4522|Peter Paul|German|Male||
4523|Tony Paul|American|Male||
4524|Pierre Paulin|French|Male|1927|2009
4525|Herbert Paus|American|Male|1880|1946
4526|Pauta|Canadian|Male|1917|2009
4527|Pavlos|Greek|Male|1930|
4528|José Pavon|Mexican|Male|1902|
4529|Philip Pearlstein|American|Male|1924|
4530|Henry Pearson|American|Male|1914|2006
4531|John Pearson|American|Male|1940|
4532|Ronald Hayes Pearson|American|Male|1924|1996
4533|Max Pechstein|German|Male|1881|1955
4534|Mary Peck|American|Female|1952|
4535|Carl-Henning Pedersen|Danish|Male|1913|1993
4536|Pedrero|Spanish|||
4537|Paolo Pedrizzetti|Italian|Male|1947|
4538|Eleanore Peduzzi-Riva|Italian|Female|1936|
4539|Josef Peeters|Belgian|Male|1895|1960
4540|Franz Peffer|German|Male|1887|1937
4541|Amelia Peláez Del Casal|Cuban|Female|1896|1968
4542|Pellegrini|Swiss|||
4543|John Pemberton|British|Male|1948|
4545|Gianni Penati|Italian|Male|1930|
4546|A.R. Penck (Ralf Winkler)|German|Male|1939|
4547|Edward Penfield|American|Male|1866|1925
4548|Irving Penn|American|Male|1917|2009
4549|Joseph Pennell|American|Male|1860|1926
4550|Giuseppe Penone|Italian|Male|1947|
4551|Roland Penrose|British|Male|1900|1984
4552|Auguste Pèquègnot|French|Male|1819|1878
4553|Irene Rice Pereira|American|Female|1907|1971
4554|Gilles Peress|French|Male|1946|
4557|Rossini Perez|Brazilian|Male||
4559|László Peri|Hungarian|Male|1899|1967
4560|Achille Perilli|Italian|Male|1927|
4561|Bernard Perlin|American|Male|1918|2014
4562|Abigail Perlmutter|American|Female|1950|
4563|Oliva Perotes|Spanish|Female||
4564|Charlotte Perriand|French|Female|1903|1999
4565|Stephen Perrin|American|Male|1932|
4567|Herry Perry|British|Female|1893|1962
4568|Mario Persico|Italian|Male|1930|
4569|Dolly Perutz|American|Female|1908|1979
4570|Gaetano Pesce|Italian|Male|1939|
4571|Gabor Peterdi|American|Male|1915|2001
4572|Walter A. Peterhans|American|Male|1897|1960
4573|P. Petersen|Swedish|||
4574|Roland Petersen|American|Male|1926|
4576|Pierre Petit|French|Male|1832|1909
4577|Hippolyte Petitjean|French|Male|1854|1929
4578|Irving Petlin|American|Male|1934|
4580|Trude Petri-Raben|American|Female|1906|1998
4581|Paul Petricone|American|Male|1923|1988
4582|Wolfgang Petrik|German|Male||
4584|Dimitri Petrov|American|Male|1919|1986
4586|William Pettet|American|Male|1942|
4587|Richard Pettibone|American|Male|1938|
4588|Emilio Pettoruti|Argentine|Male|1892|1971
4589|Mary Petty|American|Female|1899|1976
4590|Cesare Peverelli|Italian|Male|1922|2000
4591|Antoine Pevsner|French|Male|1886|1962
4592|Dominique-Paul Peyronnet|French|Male|1872|1943
4593|Wilfred Pezold|German|Male|1934|
4594|Judy Pfaff|American|Female|1946|
4595|Georg-Karl Pfahler|German|Male||
4596|Peter Pfisterer|Swiss|Male|1907|
4597|Bernard Pfriem|American|Male|1916|1996
4598|Ellen Phelan|American|Female|1943|
4599|Coles Phillips|American|Male|1880|1927
4600|Helen Phillips|American|Female|1913|1995
4601|Mary Walker Phillips|American|Female|1923|
4602|Peter Phillips|British|Male|1939|
4603|Tom Phillips|British|Male|1937|
4604|Photographie Modèle|French|||
4605|Celestino Piatti|Swiss|Male|1922|2007
4606|Jean Piaubert|French|Male|1900|2002
4607|Francis Picabia|French|Male|1879|1953
4608|Lil Picard|American|Female|1899|1994
4609|Pablo Picasso|Spanish|Male|1881|1973
4610|Joseph Piccillo|American|Male|1937|
4611|Ivan Picelj|Croatian|Male|1924|2011
4612|Walter Pichler|Austrian|Male|1936|2012
4613|Alton Pickens|American|Male|1917|1991
4614|Joseph Pickett|American|Male|1848|1918
4615|Carl Pickhardt|American|Male|1908|2004
4616|Paul Peter Piech|American|Male|1920|1996
4617|Otto Piene|German|Male|1928|2014
4618|Leona Pierce|American|Female|1921|2002
4619|L. Pierson|French|||
4620|Édouard Pignon|French|Male|1905|1993
4622|Faramarz Pilaram|Iranian|Male|1937|1982
4623|David Pilbrow|American|Male|1940|
4624|Mick Pilcher|British|Male||
4625|Howardena Pindell|American|Female|1943|
4627|Adão Pinheiro|Brazilian|Male|1938|
4628|I. G. Pinlats|Spanish||1901|
4629|Giovanni Pintori|Italian|Male|1912|1999
4630|Jacob Pins|German|Male||
4631|Eugène Piot|French|Male|1821|1891
4632|René Piot|French|Male|1869|1934
4633|John Piper|British|Male|1903|1992
4634|Lauren Piperno|American|Female|1949|
4635|Horace Pippin|American|Male|1888|1946
4636|Ezio Pirali|Italian|Male|1921|
4637|Fausto Pirandello|Italian|Male|1899|1975
4638|Giancarlo Piretti|Italian|Male|1940|
4639|Woody Pirtle|American|Male||
4640|Camille Pissarro|French|Male|1830|1903
4641|Michelangelo Pistoletto|Italian|Male|1933|
4642|Gerardo Pita|Spanish|Male|1950|
4643|Pitseolak|Canadian|Female|1904|1983
4644|Arthur Luis Piza|Brazilian|Male||
4645|Armando Pizzinato|Italian|Male|1910|2004
4646|José Pla-Narbona|Spanish|Male|1928|
4647|Sylvia Plachy|American|Female|1943|
4650|Hans Platschek|German|Male|1923|
4651|Philip Platt|American|Male||
4652|Henri Plaut|French|Male||
4653|Dimitri Petrovich Plavinsky|Russian|Male|1937|2012
4654|Linda Plotkin|American|Female|1938|
4655|David Plowden|American|Male|1932|
4656|William Lansing Plumb and Associates|American||1963|
4658|Michael Podulke|American|Male||
4659|Marjan Pogacnik|Yugoslav|Male|1920|2005
4660|Alfred Pohl|German|Male|1928|
4661|Anne Poirier|French|Female|1942|
4662|Patrick Poirier|French|Male|1942|
4663|Marcel Polak|Dutch|Male|1902|1962
4666|Rogelio Polesello|Argentine|Male|1939|2014
4668|Steve Poleskie|American|Male|1938|
4669|Flavio Poli|Italian|Male|1900|1984
4670|Serge Poliakoff|French|Male|1906|1969
4671|Sigmar Polke|German|Male|1941|2010
4672|Reginald Pollack|American|Male|1924|2001
4673|Joseph Pollet|American|Male|1897|1979
4674|Dean Pollock|American|Male|1897|1971
4675|Jackson Pollock|American|Male|1912|1956
4676|Arnaldo Pomodoro|Italian|Male|1926|
4677|Giò Pomodoro|Italian|Male|1930|2002
4678|Gaetano Pompa|Italian|Male||
4680|Joan Ponç|Spanish|Male|1927|1984
4681|Fidelio Ponce De León|Cuban|Male|1896|1949
4682|Michael Ponce De Leon|American|Male|1922|
4683|Jacqueline Poncelet|British|Female|1947|
4685|Clayton Pond|American|Male|1941|
4686|Isabel Pons|Brazilian|Female||
4687|Carlo Ponti|Italian|Male|1802|1893
4688|Gio Ponti|Italian|Male|1891|1979
4689|C. Emanuele Ponzio|Italian|Female|1923|
4690|Irene Poon|American|Female|1941|
4691|Larry Poons|American|Male|1937|
4693|Pootagook|Canadian|Male|1887|1958
4694|Lyubov Popova|Russian|Female|1889|1924
4696|James Poppitz|American|Male|1957|
4697|V. Lorenzo Porcelli|American||1933|
4698|Porsche Design Group|German||1948|
4699|Bruce Porter|American|Male|1943|
4700|Eliot Porter|American|Male|1901|1990
4701|Fairfield Porter|American|Male|1907|1975
4702|Katherine Porter|American|Female|1941|
4703|Liliana Porter|American|Female|1941|
4704|A. Portier|French|Male|1850|1874
4705|Cândido Portinari|Brazilian|Male|1903|1962
4706|Giacomo Porzano|Italian|Male|1925|2006
4707|José-Guadalupe Posada|Mexican|Male|1852|1913
4709|Stephen Posen|American|Male|1939|
4710|Helen Margaret Post|American|Female|1907|1979
4711|William B. Post|American|Male|1857|1925
4712|Hannes Postma|Dutch|Male|1933|
4714|Jane Poupelet|French|Female|1878|1932
4715|Joanna Pousette-Dart|American|Female|1947|
4716|Richard Pousette-Dart|American|Male|1916|1992
4717|Cyril Edward Power|British|Male|1872|1951
4718|Rudy Pozzatti|American|Male|1925|
4719|Lucio Pozzi|American|Male|1935|
4720|Enrico Prampolini|Italian|Male|1894|1956
4721|Mario Prassinos|French|Male|1916|1985
4722|Charles Pratt|American|Male|1926|1976
4723|Davis J. Pratt|American|Male|1917|1987
4724|Léon Prébandier|French|Male|1921|
4725|Emile Preetorius|German|Male|1883|1973
4726|Jan Preisler|Czech|Male|1872|1918
4727|Maurice Prendergast|American|Male|1859|1924
4728|David Prentice|American|Male|1943|
4729|James Prestini|American|Male|1908|1993
4731|Jacques Prévert|French|Male|1900|1977
4732|Henri Pribik|Czech|Male|1944|
4733|Zlatko Prica||||
4734|Ken Price|American|Male|1935|2012
4735|Ursula Morley Price|British|Female|1936|
4736|Zigmunds Priede|American|Male|1935|
4737|David Prifti|American|Male|1961|2011
4738|Johan Thorn Prikker|Dutch|Male|1932|1968
4739|Stephen Prina|American|Male|1954|
4740|Douglas Prince|American|Male|1943|
4741|Richard Prince|American|Male|1949|
4742|Antoine Prinner|French|Male|1902|1983
4743|Leah De Prizio|American|Female|1935|
4744|Patrick Procktor|British|Male|1936|2003
4745|Rick Prol|American|Male|1956|
4747|Boris Prusakov|Russian|Male||
4748|Nikolai Prusakov|Russian|Male|1900|1952
4749|Otto Prutscher|Austrian|Male|1880|1949
4750|H. B. Puchingen|Austrian|||
4751|Pudlo Pudlat|Canadian|Male|1916|1992
4752|Peter Rose Pulham|British|Male|1910|1956
4753|Arthur Pulos|American|Male|1917|
4754|Jean Pougny (Ivan Puni)|Russian|Male|1892|1956
4755|Hans Purrmann|German|Male|1880|1966
4756|Peter Purves-Smith|Australian|Male|1913|1949
4757|Tom Purvis|British|Male|1889|1959
4758|Martin Puryear|American|Male|1941|
4759|Theodor Puschkarski|Austrian|Male|1946|
4760|Mavis Pusey|American|Male|1928|
4761|Wallace Putnam|American|Male|1899|1989
4762|Pierre Puvis de Chavannes|French|Male|1824|1898
4763|Jean Puy|French|Male|1876|1960
4764|William Pye|British|Male|1938|
4765|Leonard Pytlak|American|Male|1910|1998
4766|Gertrude Quastler|American|Female|1909|1963
4767|Harvey Quaytman|American|Male|1937|2002
4768|Edme Quenedey|French|Male||
4769|Bernard Quentin|French|Male|1923|
4770|Charles Quest|American|Male|1904|1993
4771|Herb Quick|American|Male|1925|
4772|Achille Quinet|French|Male||1900
4773|Luis Quintanilla|Spanish|Male|1895|1980
4774|Lothar Quinte|German|Male|1923|2000
4775|Walter Quirt|American|Male|1902|1968
4777|Peter Raacke|German|Male|1928|
4778|Fanny Rabel|Mexican|Female||
4779|David Rabinowitch|Canadian|Male|1943|
4780|Michael Rabinowitz|British|Male||
4781|Leo Rabkin|American|Male|1919|2015
4782|Ernest Race|British|Male|1913|1964
4783|André Racz|American|Male|1916|1994
4784|Lucia Radochonska|Polish|Female|1948|
4785|Franz Radziwill|German|Male|1895|1983
4786|Louis Raemaekers|Dutch|Male|1869|1956
4787|Markus Raetz|Swiss|Male|1941|
4788|Joseph Raffael|American|Male|1933|
4789|J. V. Raffaelli|French|||
4790|Bedri Rahmi|Turkish|Male|1913|1975
4792|Arnulf Rainer|Austrian|Male|1929|
4793|Tomas Rajlich|Czech|Male|1940|
4794|Naftali Rakuzin|Russian|Male|1948|
4798|Natacha Rambova|American|Female||
4799|Gunter Rambow|German|Male|1938|
4801|Everardo Ramirez|Mexican|Male|1906|1992
4803|Eduardo Ramirez Villamizar|Colombian|Male|1922|2004
4804|Rammellzee|American|Male|1960|2010
4806|Mel Ramos|American|Male|1935|
4807|José Carlos Ramos Galvez|Peruvian|Male|1948|
4808|Daniel Ranalli|American|Male|1946|
4809|Paul Rand|American|Male|1914|1996
4810|Herbert E. Randall|American|Male|1936|
4811|W. D. Randall|American|Male|1908|1989
4812|A. Richard Ranft|Swiss|Male|1862|1931
4813|Edward Ranney|American|Male|1942|
4814|Paul Ranson|French|Male|1862|1909
4815|Rapier|British|||
4817|Armand M. Rassenfosse|French|Male|1862|1934
4818|Hans H. Rath|Austrian|Male|1904|1968
4819|Stephan Rath|Austrian|Male|1876|1960
4820|Marc Ratliff|American|Male||
4821|Abraham Rattner|American|Male|1893|1978
4822|William H. Rau|American|Male|1855|1920
4823|Robert Rauschenberg|American|Male|1925|2008
4825|Peter Ray|British|Male||
4826|Tony Ray-Jones|British|Male|1941|1972
4828|Marie Raymond|French|Female|1908|1988
4829|Jean Pierre Raynaud|French|Male|1939|
4830|Josef Raynefeld|Polish|Male|1913|1940
4831|Omar Rayo|Colombian|Male|1928|2010
4832|Martial Raysse|French|Male|1936|
4836|N. Krishna Reddy|Indian|Male|1925|
4837|Bernard Reder|American|Male|1897|1963
4838|June Redfern|British|Female|1951|
4839|Robert S. Redfield|American|Male|1849|1923
4840|Odilon Redon|French|Male|1840|1916
4841|Junius Redwood|American|Male|1917|1991
4842|Ethel Reed|American|Female|1876|
4843|Ruth Reeves|American|Female|1892|1966
4844|Helge Refn|Danish|Female||
4845|Anton Refregier|American|Male|1905|1979
4847|Paula Rego|Portuguese|Female|1935|
4848|Steve Reich|American|Male|1936|
4849|Jesse Reichek|American|Male|1916|2005
4850|Josua Reichert|German|Male|1937|
4851|Vilem Reichmann|Czech|Male|1908|
4853|William Reimann|American|Male|1935|
4855|Winfried Reinbacher|German|Male||
4856|Ad Reinhardt|American|Male|1913|1967
4857|Nono Reinhold|Dutch|Female|1929|
4858|Reinhoud (Reinhoud D'haese)|Belgian|Male|1928|2007
4860|Reiss|British|||
4862|Oscar G. Rejlander|British|Male|1813|1875
4864|F. A. Renard|French|||
4865|Emilio J. Renart|Argentine|Male|1925|1991
4866|Albert Renger-Patzsch|German|Male|1897|1966
4867|Eduard Renggli|Swiss|Male|1882|1939
4868|Eric P. Renner|American|Male|1941|
4869|Pierre-Auguste Renoir|French|Male|1841|1919
4870|Edda Renouf|American|Female|1943|
4872|Marcia Resnick|American|Female|1950|
4873|Milton Resnick|American|Male|1917|2004
4874|Pierre Restany|French|Male|1930|2003
4876|Alfred Reth|Hungarian|Male|1884|1966
4877|Maria Reuter|German|Female|1929|
4878|Carl Fredrik Reuterswärd|Swedish|Male|1934|
4879|Charles Reutlinger|French|Male|1816|1880
4880|Paul Revel|French|Male|1922|1983
4882|Nancy Rexroth|American|Female|1946|
4883|Jesús Reyes Ferreira|Mexican|Male|1882|1977
4884|Jeanne Reynal|American|Female|1903|1983
4885|Grant T. Reynard|American|Male|1887|1968
4886|Alan Reynolds|British|Male|1926|2014
4887|John Reynolds|British|Male||
4888|Antonio Reynoso|Mexican|Male|1919|1996
4890|Serge Rezvani|French|Male|1928|
4891|Louis Rhead|American|Male|1857|1926
4892|Marvin Rhodes|American|Male|1948|
4893|Georges Ribemont-Dessaignes|French|Male|1884|1974
4894|Barbara Chase-Riboud|American|Female|1939|
4895|Marc Riboud|French|Male|1923|2016
4896|Enric Ricart|Spanish|Male|1893|
4897|Franco Ricci|Italian|Male|1937|
4898|Burton Rice|American|Male||
4899|Leland Rice|American|Male|1940|
4900|James Bartlett Rich|American|Male|1866|1942
4902|Ceri Richards|British|Male|1903|1971
4903|Eugene Richards|American|Male|1944|
4904|Robert Richenburg|American|Male|1917|2006
4905|Germaine Richier|French|Female|1904|1959
4907|Gerhard Richter|German|Male|1932|
4908|Hans Richter|American|Male|1888|1976
4909|Klaus Richter|German|Male|1887|1948
4910|Roy Richter|American|Male|1914|1983
4911|Marco Richterich|Swiss|Male|1929|
4912|George Rickey|American|Male|1907|2002
4913|James Riddle|American|Male|1933|
4914|John G. Rideout|American|Male|1898|1951
4915|Lucie Rie|British|Female|1902|1995
4916|John Rieben|American|Male|1935|
4917|Claus Joseph Riedel|Austrian|Male|1925|
4918|Richard Riemerschmid|German|Male|1868|1957
4919|Henry Ries|American|Male|1917|2004
4920|S. H. Riesenberg|American||1885|1962
4921|Dolf Rieser|British|Male|1893|1983
4922|Gerrit Rietveld|Dutch|Male|1888|1964
4923|P. Riffaut|French|||
5060|Riba Rovira|Spanish|Female||
4924|J.J.J. (Jean-Jacques-Joachim) Rigal|French|Male|1926|1997
4926|Robert Riggs|American|Male|1896|1970
4927|Rigobaldi|Italian|||
4928|Jacob August Riis|American|Male|1849|1914
4929|Bridget Riley|British|Female|1931|
4930|Terry Riley|American|Male|1935|
4933|Klaus Rinke|German|Male|1939|
4934|Jean-Paul Riopelle|Canadian|Male|1923|2002
4935|Jozsef Rippl-Rónai|Hungarian|Male||
4936|Murray Riss|American|Male|1940|
4937|James Risser|American|Male|1947|
4938|William Rittase|American|Male|1894|1968
4939|Humberto Rivas|Argentine|Male|1937|2009
4940|Augusto Rivera|Colombian|Male|1922|1982
4941|Carlos Raquel Rivera|American|Male|1923|1999
4942|Diego Rivera|Mexican|Male|1886|1957
4943|Manuel Rivera|Spanish|Male|1927|1994
4944|Jacinto H. Rivero Castilla|Peruvian|Male||
4945|Larry Rivers|American|Male|1923|2002
4946|Henri Rivière|French|Male|1864|1951
4947|Dan Rizzie|American|Male|1951|
4949|Manuel Robbe|French|Male|1872|1936
4950|Bruce Robbins|American|Male|1948|
4951|David Robbins|American|Male|1912|1981
4952|Hulda Robbins|American|Female|1910|2010
4953|LeRoy Southward Robbins|American|Male|1904|1987
4955|Louis-Rémy Robert|French|Male|1811|1882
4957|William Roberts|British|Male|1895|1980
4958|Henry B. Robertson|American|Male||
4959|James Robertson|British|Male|1813|1888
4963|Henry Peach Robinson|British|Male|1830|1901
4964|Ione Robinson|American|Male|1910|1989
4965|Walter Robinson|American|Male|1950|
4967|T. H. Robsjohn-Gibbings|American|Male|1905|1976
4968|Hugo Robus|American|Male|1885|1964
4969|Gunther Rochelt|German|Male|1939|
4970|Rocher|French|||
4972|Dorothea Rockburne|American|Female|1932|
4973|Rockwood and Company|American||1832|1911
4974|Juan Antonio Roda|Colombian|Male|1921|2003
4975|Aleksandr Rodchenko|Russian|Male|1891|1956
4978|Auguste Rodin|French|Male|1840|1917
4979|Mary Rodney|American|Female||
4981|Emilio Rodríguez Larraín|Peruvian|Male|1928|2015
4983|Manuel Rodríguez Lozano|Mexican|Male|1896|1971
4984|Sebastian Rodriguez|Peruvian|Male|1896|1968
4985|Jenny Roed|German|Female||
4986|Herman Roeg|American|Male||
4988|Nick Roericht|German|Male|1932|
4989|Kurt Roesch|American|Male|1905|1984
4990|Georg Walter Roessner|German|Male|1885|1972
4991|Walter Rogalski|American|Male|1923|
4993|Mary Rogers|British|Female|1929|
4995|Roger van Rogger|Belgian|Male|1914|1983
4996|Rogi André (Rozsa Klein)|Hungarian|Female|1905|1970
4998|Milton Rogovin|American|Male|1909|2011
4999|Gilbert Rohde|American|Male|1894|1944
5000|Christian Rohlfs|German|Male|1849|1938
5001|Robert Rohm|American|Male|1934|
5002|Benedikt Rohner|Swiss|Male||
5003|Charles Roitz|American|Male|1935|2012
5004|Carlos Rojas|Colombian|Male|1933|1997
5005|K.O.S. (Kids of Survival)|American||1982|
5006|Thomas Roma|American|Male|1950|
5007|Dominique Roman|French|Male|1824|1911
5008|Romolo Romani|Italian|Male||
5009|Clare Romano|American|Female|1922|
5010|Oswaldo Romberg|Argentine|Male|1938|
5011|Gust Romijn|Dutch|Male||
5012|William Ronald|Canadian|Male|1926|1998
5013|Nelson Ronsheim|American|Male||
5015|Kitaoji Rosanjin|Japanese|Male|1883|1959
5016|James Rosati|American|Male|1912|1988
5017|Brian Rose|American|Male|1954|
5018|David Rose|Australian|Male|1936|
5019|Herman Rose|American|Male|1909|2007
5020|Walter Rosenblum|American|Male|1919|2006
5021|James Rosenquist|American|Male|1933|
5022|Bernard Rosenthal|American|Male|1914|2009
5024|Rosenthal Porzellan A.g., company design|German||1879|
5025|Stephan Rosenthal|American|Male||
5026|Lauri Rosenwald|American|Female||
5027|Henry Rosling|British|Male||
5028|Seymour Rosofsky|American|Male|1924|1981
5029|Brown Ross|British|Male|1942|
5030|Judith Joy Ross|American|Female|1946|
5031|Merg Ross|American|Female|1941|
5032|Ed Rossbach|American|Male|1914|2002
5034|Jaroslav Rössler|Czech|Male|1902|1990
5036|Medardo Rosso|Italian|Male|1858|1928
5037|Alfredo Rostgaard|Cuban|Male|1943|
5039|Theodore Roszak|American|Male|1907|1981
5040|Thurman Rotan|American|Male|1903|1991
5041|Mimmo Rotella|Italian|Male|1918|2006
5042|Dieter Roth|Swiss|Male|1930|1998
5043|Jack Roth|American|Male|1927|2004
5044|Susan Rothenberg|American|Female|1945|
