investment_id,fund_id,investor_class,investor_id,call_date,investment_amount
INV000888,FUND008,Institutional,IN_7800,2023-08-08,2189187
INV000889,FUND008,Institutional,IN_1926,2020-03-31,5353852
INV000890,FUND008,Institutional,IN_7800,2021-06-22,1718186
INV000891,FUND008,Institutional,IN_7800,2022-05-06,8853668
INV000892,FUND008,Institutional,IN_7800,2020-06-29,5233060
INV000893,FUND008,Institutional,IN_7800,2024-10-06,4163860
INV000894,FUND008,Institutional,IN_6618,2020-05-30,6685023
INV000895,FUND008,Institutional,IN_6618,2023-09-10,9710285
INV000896,FUND008,Institutional,IN_1926,2020-12-09,1142833
INV000897,FUND008,Institutional,IN_1926,2023-01-21,1706695
INV000898,FUND008,Institutional,IN_6618,2024-02-13,3217530
INV000899,FUND008,Institutional,IN_7800,2021-07-05,2235018
INV000900,FUND008,Institutional,IN_6618,2022-03-29,6746108
INV000901,FUND008,Institutional,IN_6618,2021-05-28,3822132
INV000902,FUND008,Institutional,IN_1926,2022-10-05,4684221
INV000903,FUND008,Institutional,IN_1926,2020-11-09,2562716
INV000904,FUND008,Institutional,IN_7800,2022-06-06,9968003
INV000905,FUND008,Institutional,IN_6618,2024-10-03,5069484
INV000906,FUND008,Institutional,IN_1926,2024-09-03,8200482
INV000907,FUND008,Institutional,IN_7800,2021-06-04,6564307
INV000908,FUND008,Institutional,IN_1926,2023-05-21,7175583
INV000909,FUND008,Institutional,IN_7800,2023-07-14,1238205
INV000910,FUND008,Institutional,IN_7800,2024-08-13,5108778
INV000911,FUND008,Institutional,IN_1926,2023-08-26,8454718
INV000912,FUND008,Institutional,IN_7800,2020-07-25,5404225
INV000913,FUND008,Institutional,IN_6618,2021-12-05,1147403
INV000914,FUND008,Institutional,IN_7800,2024-10-01,3507551
INV000915,FUND008,Institutional,IN_1926,2023-05-05,8794426
INV000916,FUND009,ClassA,CA_1307,2021-08-10,172500
INV000917,FUND009,ClassA,CA_1307,2023-06-21,159441
INV000918,FUND009,ClassA,CA_9670,2024-07-22,267796
INV000919,FUND009,ClassA,CA_4576,2024-02-21,303604
INV000920,FUND009,ClassA,CA_1307,2024-04-06,446838
INV000921,FUND009,ClassA,CA_1354,2024-09-08,479495
INV000922,FUND009,ClassA,CA_4576,2020-03-09,216064
INV000923,FUND009,ClassA,CA_4576,2020-05-01,373296
INV000924,FUND009,ClassA,CA_4576,2021-09-10,152083
INV000925,FUND009,ClassA,CA_9670,2021-07-29,54155
INV000926,FUND009,ClassA,CA_4576,2020-04-15,460223
INV000927,FUND009,ClassA,CA_9670,2020-04-30,100466
INV000928,FUND009,ClassA,CA_1307,2024-12-20,292729
INV000929,FUND009,ClassA,CA_4576,2022-10-22,292604
INV000930,FUND009,ClassA,CA_1307,2022-12-03,484306
INV000931,FUND009,ClassA,CA_9670,2021-11-26,348825
INV000932,FUND009,ClassA,CA_4576,2021-06-06,399028
INV000933,FUND009,ClassA,CA_1307,2021-03-19,461550
INV000934,FUND009,ClassA,CA_1307,2020-07-28,395306
INV000935,FUND009,ClassA,CA_9670,2021-01-25,86259
INV000936,FUND009,ClassA,CA_1307,2023-08-09,97408
INV000937,FUND009,ClassA,CA_1307,2022-10-29,428659
INV000938,FUND009,ClassA,CA_1354,2024-01-26,313003
INV000939,FUND009,ClassA,CA_9670,2021-04-29,300207
INV000940,FUND009,ClassA,CA_9670,2021-01-22,195380
INV000941,FUND009,ClassA,CA_4576,2021-03-26,384420
INV000942,FUND009,ClassA,CA_4576,2020-05-16,373156
INV000943,FUND009,ClassA,CA_9670,2020-10-02,328005
INV000944,FUND009,ClassA,CA_9670,2023-12-13,222742
INV000945,FUND009,ClassA,CA_4576,2022-03-14,397598
INV000946,FUND009,ClassA,CA_4576,2024-11-21,320407
INV000947,FUND009,ClassA,CA_1307,2022-11-23,188196
INV000948,FUND009,ClassA,CA_1307,2021-10-11,124073
INV000949,FUND009,ClassA,CA_1354,2020-05-02,293066
INV000950,FUND009,ClassA,CA_4576,2021-11-30,305521
INV000951,FUND009,ClassA,CA_1307,2021-01-16,347480
INV000952,FUND009,ClassA,CA_1307,2022-01-27,477859
INV000953,FUND009,ClassA,CA_1354,2020-08-06,459395
INV000954,FUND009,ClassA,CA_1354,2022-10-12,69759
INV000955,FUND009,ClassA,CA_9670,2021-10-28,329278
INV000956,FUND009,ClassA,CA_9670,2024-01-14,396611
INV000957,FUND009,ClassA,CA_1307,2024-07-14,467986
INV000958,FUND009,ClassB,CB_9207,2024-10-29,1895170
INV000959,FUND009,ClassB,CB_9207,2022-09-26,1784408
INV000960,FUND009,ClassB,CB_6365,2023-11-07,747521
INV000961,FUND009,ClassB,CB_8976,2021-01-26,1562088
INV000962,FUND009,ClassB,CB_8976,2024-12-19,431009
INV000963,FUND009,ClassB,CB_6365,2021-04-19,1641269
INV000964,FUND009,ClassB,CB_5111,2023-07-14,1589821
INV000965,FUND009,ClassB,CB_9949,2022-10-05,713885
INV000966,FUND009,ClassB,CB_9207,2021-11-12,1897257
INV000967,FUND009,ClassB,CB_5111,2022-03-26,1523080
INV000968,FUND009,ClassB,CB_9949,2023-02-20,1545197
INV000969,FUND009,ClassB,CB_9949,2020-05-07,1002970
INV000970,FUND009,ClassB,CB_9949,2020-12-17,252621
INV000971,FUND009,ClassB,CB_8976,2020-12-24,1652152
INV000972,FUND009,ClassB,CB_2258,2024-10-27,798739
INV000973,FUND009,ClassB,CB_2258,2020-08-09,409391
INV000974,FUND009,ClassB,CB_9949,2021-02-02,1256454
INV000975,FUND009,ClassB,CB_9207,2023-07-03,1676960
INV000976,FUND009,ClassB,CB_8976,2024-04-12,531995
INV000977,FUND009,ClassB,CB_5111,2024-03-29,743188
INV000978,FUND009,ClassB,CB_9949,2021-06-22,1482451
INV000979,FUND009,ClassB,CB_8976,2021-02-08,1785577
INV000980,FUND009,ClassB,CB_9207,2022-03-23,1288693
INV000981,FUND009,ClassB,CB_6365,2020-09-16,1149098
INV000982,FUND009,ClassB,CB_2258,2022-07-06,1896212
INV000983,FUND009,ClassB,CB_9207,2022-08-29,1755481
INV000984,FUND009,ClassB,CB_6052,2023-06-17,1717934
INV000985,FUND009,ClassB,CB_6365,2023-08-04,997922
INV000986,FUND009,ClassB,CB_9718,2022-07-13,947907
INV000987,FUND009,ClassB,CB_5111,2021-03-24,637381
INV000988,FUND009,ClassB,CB_5111,2020-09-06,1495800
INV000989,FUND009,ClassB,CB_5111,2023-03-21,1499477
INV000990,FUND009,ClassB,CB_5111,2020-11-23,1808895
INV000991,FUND009,ClassB,CB_8976,2021-01-13,1924449
INV000992,FUND009,ClassB,CB_2258,2023-09-24,857273
INV000993,FUND009,ClassB,CB_8976,2022-05-08,1664108
INV000994,FUND009,ClassB,CB_2258,2020-07-20,881718
INV000995,FUND009,ClassB,CB_6052,2020-08-02,223255
INV000996,FUND009,ClassB,CB_8976,2021-04-19,820577
INV000997,FUND009,ClassB,CB_2258,2022-06-21,349837
INV000998,FUND009,ClassB,CB_6052,2022-04-28,778101
INV000999,FUND009,ClassB,CB_9949,2024-02-17,1720952
INV001000,FUND009,ClassB,CB_8976,2023-02-26,318576
INV001001,FUND009,ClassB,CB_8976,2020-08-03,1745626
INV001002,FUND009,ClassB,CB_9207,2021-10-07,647605
INV001003,FUND009,ClassB,CB_8976,2021-09-28,1433091
INV001004,FUND009,ClassB,CB_6365,2021-03-08,494767
INV001005,FUND009,ClassB,CB_6365,2021-07-22,1125597
INV001006,FUND009,Institutional,IN_6274,2024-11-03,6318952
INV001007,FUND009,Institutional,IN_2856,2024-09-27,6808317
INV001008,FUND009,Institutional,IN_2856,2023-01-20,8539458
INV001009,FUND009,Institutional,IN_2856,2022-02-06,3014733
INV001010,FUND009,Institutional,IN_8367,2020-07-28,7410764
INV001011,FUND009,Institutional,IN_4962,2020-08-13,9487407
INV001012,FUND009,Institutional,IN_6948,2024-04-08,4753670
INV001013,FUND009,Institutional,IN_4962,2020-07-06,8271668
INV001014,FUND009,Institutional,IN_8367,2022-11-27,3632391
INV001015,FUND009,Institutional,IN_8367,2020-05-17,6761045
INV001016,FUND009,Institutional,IN_5487,2024-08-29,8337156
INV001017,FUND009,Institutional,IN_6274,2020-01-07,7657616
INV001018,FUND009,Institutional,IN_6948,2020-02-01,2273941
INV001019,FUND009,Institutional,IN_8367,2024-08-28,6676757
INV001020,FUND009,Institutional,IN_4962,2020-02-08,4015235
INV001021,FUND009,Institutional,IN_5487,2023-05-11,7464224
INV001022,FUND009,Institutional,IN_5487,2024-04-25,6703689
INV001023,FUND009,Institutional,IN_4962,2022-08-30,7191173
INV001024,FUND009,Institutional,IN_2856,2023-10-15,8343935
INV001025,FUND009,Institutional,IN_4962,2022-08-23,6838065
INV001026,FUND009,Institutional,IN_6948,2023-11-17,2689461
INV001027,FUND009,Institutional,IN_5487,2023-06-30,7220908
INV001028,FUND009,Institutional,IN_6274,2024-06-03,2656584
INV001029,FUND009,Institutional,IN_6948,2021-12-18,6665635
INV001030,FUND009,Institutional,IN_6274,2024-04-20,2795319
INV001031,FUND009,Institutional,IN_4962,2023-12-16,1216392
INV001032,FUND009,Institutional,IN_2856,2020-08-10,4562533
INV001033,FUND009,Institutional,IN_6948,2022-09-15,3238358
INV001034,FUND009,Institutional,IN_6948,2021-10-13,1050940
INV001035,FUND009,Institutional,IN_4962,2021-11-21,9429004
INV001036,FUND009,Institutional,IN_6274,2024-11-15,3926028
INV001037,FUND009,Institutional,IN_4962,2020-12-30,3318946
INV001038,FUND009,Institutional,IN_8367,2023-05-21,3844834
INV001039,FUND009,Institutional,IN_6274,2022-08-11,6699397
INV001040,FUND009,Institutional,IN_8367,2023-06-14,2171306
INV001041,FUND010,ClassA,CA_7174,2023-01-09,359154
INV001042,FUND010,ClassA,CA_4736,2020-06-19,163328
INV001043,FUND010,ClassA,CA_4736,2022-01-04,320231
INV001044,FUND010,ClassA,CA_9532,2021-05-12,462113
INV001045,FUND010,ClassA,CA_9139,2024-08-13,279119
INV001046,FUND010,ClassA,CA_7541,2024-02-29,427651
INV001047,FUND010,ClassA,CA_9532,2024-01-04,132975
INV001048,FUND010,ClassA,CA_6301,2020-01-07,118588
INV001049,FUND010,ClassA,CA_4736,2022-11-09,408590
INV001050,FUND010,ClassA,CA_9532,2024-12-13,443196
INV001051,FUND010,ClassA,CA_4736,2020-05-07,353925
INV001052,FUND010,ClassA,CA_4736,2021-09-22,222187
INV001053,FUND010,ClassA,CA_7541,2022-05-15,401693
INV001054,FUND010,ClassA,CA_6301,2021-03-01,257469
INV001055,FUND010,ClassA,CA_9532,2023-08-05,475063
INV001056,FUND010,ClassA,CA_9532,2024-01-09,124245
INV001057,FUND010,ClassA,CA_9139,2023-12-24,323606
INV001058,FUND010,ClassA,CA_7541,2022-01-02,167271
INV001059,FUND010,ClassA,CA_4736,2022-05-05,229676
INV001060,FUND010,ClassA,CA_9532,2022-07-23,76789
INV001061,FUND010,ClassA,CA_9532,2021-04-18,474938
INV001062,FUND010,ClassA,CA_7602,2023-01-05,138305
INV001063,FUND010,ClassA,CA_4736,2021-11-19,178792
INV001064,FUND010,ClassA,CA_6301,2023-04-29,248923
INV001065,FUND010,ClassA,CA_4736,2020-11-27,306891
INV001066,FUND010,ClassA,CA_7602,2021-09-09,108055
INV001067,FUND010,ClassA,CA_6301,2021-03-17,145356
INV001068,FUND010,ClassA,CA_6301,2024-09-23,395418
INV001069,FUND010,ClassA,CA_4736,2022-03-29,456765
INV001070,FUND010,ClassA,CA_6301,2022-11-14,312570
INV001071,FUND010,ClassA,CA_7602,2020-01-31,376892
INV001072,FUND010,ClassA,CA_7174,2020-03-10,497930
INV001073,FUND010,ClassA,CA_9532,2020-03-20,411702
INV001074,FUND010,ClassA,CA_4736,2024-03-28,117989
INV001075,FUND010,ClassA,CA_6301,2024-02-14,102275
INV001076,FUND010,ClassA,CA_9139,2023-03-24,277721
INV001077,FUND010,ClassA,CA_7174,2024-03-18,173792
INV001078,FUND010,ClassA,CA_7174,2021-09-21,329074
INV001079,FUND010,ClassA,CA_9139,2020-01-14,412262
INV001080,FUND010,ClassA,CA_4736,2020-04-30,393100
INV001081,FUND010,ClassA,CA_7174,2020-09-07,275605
INV001082,FUND010,ClassA,CA_7174,2024-05-21,439187
INV001083,FUND010,ClassA,CA_7174,2020-09-10,79698
INV001084,FUND010,ClassA,CA_7541,2023-05-22,454621
INV001085,FUND010,ClassA,CA_7602,2020-09-09,348928
INV001086,FUND010,ClassB,CB_7459,2022-10-21,1136859
INV001087,FUND010,ClassB,CB_4054,2023-06-15,1311232
INV001088,FUND010,ClassB,CB_3883,2022-09-14,1701459
INV001089,FUND010,ClassB,CB_7459,2023-08-25,954598
INV001090,FUND010,ClassB,CB_3883,2023-08-03,568898
INV001091,FUND010,ClassB,CB_2983,2021-09-30,985896
INV001092,FUND010,ClassB,CB_7459,2024-12-12,514759
INV001093,FUND010,ClassB,CB_6699,2021-11-05,1552177
INV001094,FUND010,ClassB,CB_5906,2020-08-07,451617
INV001095,FUND010,ClassB,CB_5906,2022-02-03,1909349
INV001096,FUND010,ClassB,CB_6699,2021-02-09,1422465
INV001097,FUND010,ClassB,CB_6699,2021-03-30,1469688
INV001098,FUND010,ClassB,CB_2983,2023-02-09,902101
INV001099,FUND010,ClassB,CB_6699,2022-04-11,710913
INV001100,FUND010,ClassB,CB_4054,2023-11-18,1537865
INV001101,FUND010,ClassB,CB_5906,2024-03-05,401969
INV001102,FUND010,ClassB,CB_4054,2022-08-13,1601538
INV001103,FUND010,ClassB,CB_5906,2022-05-30,909102
INV001104,FUND010,ClassB,CB_4054,2023-12-24,1845225
INV001105,FUND010,ClassB,CB_2983,2022-11-06,632256
INV001106,FUND010,ClassB,CB_6252,2022-05-01,734514
INV001107,FUND010,ClassB,CB_4054,2023-02-04,351194
INV001108,FUND010,ClassB,CB_6699,2023-12-14,460340
INV001109,FUND010,ClassB,CB_6252,2020-10-23,1579892
INV001110,FUND010,ClassB,CB_4054,2020-04-08,1394602
INV001111,FUND010,ClassB,CB_2983,2024-08-12,998250
INV001112,FUND010,ClassB,CB_3883,2021-09-28,1670963
INV001113,FUND010,ClassB,CB_7459,2024-02-03,1841985
INV001114,FUND010,ClassB,CB_3883,2024-01-07,216375
INV001115,FUND010,ClassB,CB_6699,2022-12-12,756193
INV001116,FUND010,ClassB,CB_4054,2021-04-01,683315
INV001117,FUND010,ClassB,CB_6252,2021-06-30,606618
INV001118,FUND010,ClassB,CB_3883,2024-02-21,1474014
INV001119,FUND010,ClassB,CB_7459,2021-06-29,781630
INV001120,FUND010,ClassB,CB_7459,2021-10-11,1230408
INV001121,FUND010,ClassB,CB_2983,2020-11-07,796817
INV001122,FUND010,ClassB,CB_6252,2020-01-10,990254
INV001123,FUND010,ClassB,CB_2983,2020-08-11,1168285
INV001124,FUND010,ClassB,CB_3883,2020-01-28,858228
INV001125,FUND010,ClassB,CB_7459,2020-03-25,327312
INV001126,FUND010,ClassB,CB_6699,2024-10-10,990208
INV001127,FUND010,ClassB,CB_6699,2022-05-13,515135
INV001128,FUND010,ClassB,CB_7459,2020-10-18,1234631
INV001129,FUND010,ClassB,CB_4054,2020-01-08,1935391
INV001130,FUND010,Institutional,IN_4970,2020-01-14,6463333
INV001131,FUND010,Institutional,IN_4970,2021-01-27,7325068
INV001132,FUND010,Institutional,IN_9122,2024-09-07,2014302
INV001133,FUND010,Institutional,IN_8712,2020-02-26,9985446
INV001134,FUND010,Institutional,IN_4565,2020-11-22,7876223
INV001135,FUND010,Institutional,IN_1675,2024-05-16,7664699
INV001136,FUND010,Institutional,IN_8278,2020-06-20,1346179
INV001137,FUND010,Institutional,IN_8712,2020-08-20,2648243
INV001138,FUND010,Institutional,IN_8278,2021-08-26,3424786
INV001139,FUND010,Institutional,IN_9122,2021-07-04,2485387
INV001140,FUND010,Institutional,IN_1381,2020-07-28,1478077
INV001141,FUND010,Institutional,IN_5276,2024-03-27,4723203
INV001142,FUND010,Institutional,IN_8712,2021-03-27,4592422
INV001143,FUND010,Institutional,IN_8712,2024-09-10,1988997
INV001144,FUND010,Institutional,IN_1381,2021-06-15,8110637
INV001145,FUND010,Institutional,IN_5276,2024-07-19,5803887
INV001146,FUND010,Institutional,IN_4970,2022-05-08,4134271
INV001147,FUND010,Institutional,IN_8278,2022-03-13,1554070
INV001148,FUND010,Institutional,IN_5276,2024-10-27,6597219
INV001149,FUND010,Institutional,IN_8712,2021-11-05,9946125
INV001150,FUND010,Institutional,IN_4565,2022-04-13,9404286
INV001151,FUND010,Institutional,IN_8278,2022-06-03,6985805
INV001152,FUND010,Institutional,IN_4565,2021-07-16,8925186
INV001153,FUND010,Institutional,IN_9122,2020-04-01,7972395
INV001154,FUND010,Institutional,IN_9122,2022-01-26,1783986
INV001155,FUND010,Institutional,IN_8278,2024-09-24,3300721
INV001156,FUND010,Institutional,IN_4565,2024-02-04,7502768
INV001157,FUND010,Institutional,IN_1381,2021-10-30,7593122
INV001158,FUND010,Institutional,IN_1381,2023-03-03,5868821
INV001159,FUND010,Institutional,IN_8278,2024-08-24,6728927
INV001160,FUND010,Institutional,IN_5276,2023-09-01,6744426
INV001161,FUND010,Institutional,IN_1381,2022-06-01,3757449
INV001162,FUND010,Institutional,IN_1381,2023-06-08,4579998
INV001163,FUND010,Institutional,IN_5276,2021-06-05,4336508
INV001164,FUND010,Institutional,IN_5276,2022-02-12,7496231
INV001165,FUND010,Institutional,IN_8278,2023-09-22,4989195
INV001166,FUND010,Institutional,IN_8712,2021-08-07,5540723
INV001167,FUND010,Institutional,IN_8712,2022-10-28,2093854
INV001168,FUND010,Institutional,IN_5276,2024-02-27,8313694
INV001169,FUND010,Institutional,IN_4970,2021-09-28,6558038
INV001170,FUND010,Institutional,IN_1381,2021-09-15,7063148
INV001171,FUND010,Institutional,IN_1381,2020-05-27,5285033
INV001172,FUND011,ClassA,CA_2238,2020-09-16,458520
INV001173,FUND011,ClassA,CA_9166,2020-05-04,325677
INV001174,FUND011,ClassA,CA_9574,2021-10-23,196473
INV001175,FUND011,ClassA,CA_3461,2024-04-06,87098
INV001176,FUND011,ClassA,CA_9166,2020-03-14,77071
INV001177,FUND011,ClassA,CA_9166,2021-09-08,136112
INV001178,FUND011,ClassA,CA_2238,2023-03-27,277434
INV001179,FUND011,ClassA,CA_9574,2022-07-11,179215
INV001180,FUND011,ClassA,CA_4890,2021-04-30,303922
INV001181,FUND011,ClassA,CA_2238,2021-10-25,113020
INV001182,FUND011,ClassA,CA_3461,2024-10-24,449222
INV001183,FUND011,ClassA,CA_3461,2023-01-13,483718
INV001184,FUND011,ClassA,CA_2238,2023-09-14,455095
INV001185,FUND011,ClassA,CA_9574,2022-05-07,412494
INV001186,FUND011,ClassA,CA_2238,2022-09-13,261834
INV001187,FUND011,ClassA,CA_9574,2022-05-02,59541
INV001188,FUND011,ClassA,CA_9166,2023-07-15,244145
INV001189,FUND011,ClassA,CA_2238,2022-03-14,252901
INV001190,FUND011,ClassA,CA_9166,2023-03-08,193460
INV001191,FUND011,ClassA,CA_4890,2023-07-14,309253
INV001192,FUND011,ClassA,CA_9166,2023-08-29,331817
INV001193,FUND011,ClassA,CA_2238,2024-02-12,375736
INV001194,FUND011,ClassA,CA_9166,2023-11-21,397744
INV001195,FUND011,ClassA,CA_4890,2023-05-11,298237
INV001196,FUND011,ClassA,CA_9574,2021-12-11,246375
INV001197,FUND011,ClassA,CA_3461,2020-07-14,191033
INV001198,FUND011,ClassA,CA_3461,2020-08-27,493125
INV001199,FUND011,ClassA,CA_2238,2023-01-21,191058
INV001200,FUND011,ClassA,CA_9166,2023-07-29,108773
INV001201,FUND011,ClassA,CA_9166,2021-07-14,275136
INV001202,FUND011,ClassA,CA_3461,2020-09-06,457004
INV001203,FUND011,ClassA,CA_9574,2022-09-05,417928
INV001204,FUND011,ClassA,CA_9166,2023-03-12,242099
INV001205,FUND011,ClassA,CA_2238,2021-02-09,235147
INV001206,FUND011,ClassA,CA_4890,2021-08-15,76661
INV001207,FUND011,ClassA,CA_9574,2022-10-03,403415
INV001208,FUND011,ClassA,CA_4890,2024-10-18,219470
INV001209,FUND011,ClassA,CA_2238,2023-12-05,100311
INV001210,FUND011,ClassA,CA_2238,2022-10-28,280441
INV001211,FUND011,ClassA,CA_9574,2020-04-30,386242
INV001212,FUND011,ClassA,CA_2238,2023-11-15,366177
INV001213,FUND011,ClassA,CA_9574,2020-07-17,490960
INV001214,FUND011,ClassA,CA_9166,2022-04-29,211364
INV001215,FUND011,ClassA,CA_4890,2023-07-28,410944
INV001216,FUND011,ClassA,CA_4890,2020-07-22,440923
INV001217,FUND011,ClassA,CA_2238,2021-04-09,440281
INV001218,FUND011,ClassA,CA_9574,2022-11-02,340129
INV001219,FUND011,ClassA,CA_2238,2020-03-11,176230
INV001220,FUND011,ClassB,CB_3070,2021-08-09,966987
INV001221,FUND011,ClassB,CB_3795,2021-07-10,1396351
INV001222,FUND011,ClassB,CB_3795,2024-05-24,812971
INV001223,FUND011,ClassB,CB_4040,2021-07-20,1326943
INV001224,FUND011,ClassB,CB_4730,2020-10-28,666544
INV001225,FUND011,ClassB,CB_4040,2021-11-25,1560188
INV001226,FUND011,ClassB,CB_4730,2024-04-04,1399065
INV001227,FUND011,ClassB,CB_3070,2021-12-07,1060915
INV001228,FUND011,ClassB,CB_4730,2021-07-02,1341958
INV001229,FUND011,ClassB,CB_3795,2023-10-09,380353
INV001230,FUND011,ClassB,CB_3070,2020-02-27,1095256
INV001231,FUND011,ClassB,CB_4040,2021-06-18,1787426
INV001232,FUND011,ClassB,CB_4730,2021-06-17,813406
INV001233,FUND011,ClassB,CB_4730,2020-11-19,470053
INV001234,FUND011,ClassB,CB_3109,2023-09-16,1371091
INV001235,FUND011,ClassB,CB_3795,2022-11-11,1332006
INV001236,FUND011,ClassB,CB_8933,2023-08-05,433790
INV001237,FUND011,ClassB,CB_3795,2023-09-29,609246
INV001238,FUND011,ClassB,CB_3109,2020-06-07,366128
INV001239,FUND011,ClassB,CB_4040,2020-02-14,1751513
INV001240,FUND011,ClassB,CB_8933,2023-09-19,1402015
INV001241,FUND011,ClassB,CB_4040,2020-08-20,999896
INV001242,FUND011,ClassB,CB_3795,2024-07-11,1568481
INV001243,FUND011,ClassB,CB_3109,2024-12-20,1806103
INV001244,FUND011,ClassB,CB_4040,2022-05-21,675319
INV001245,FUND011,ClassB,CB_4040,2024-08-14,1157039
INV001246,FUND011,ClassB,CB_3070,2021-06-28,489331
INV001247,FUND011,ClassB,CB_4040,2023-08-12,621090
INV001248,FUND011,ClassB,CB_4040,2024-12-18,860199
INV001249,FUND011,ClassB,CB_4730,2021-09-11,1682043
INV001250,FUND011,ClassB,CB_4040,2022-01-29,338452
INV001251,FUND011,ClassB,CB_4730,2020-03-10,1597007
INV001252,FUND011,ClassB,CB_3795,2023-11-01,1910853
INV001253,FUND011,ClassB,CB_3070,2021-03-24,207739
INV001254,FUND011,ClassB,CB_4040,2020-02-27,1544800
INV001255,FUND011,ClassB,CB_4730,2024-05-05,1029746
INV001256,FUND011,ClassB,CB_3795,2022-04-08,460618
INV001257,FUND011,ClassB,CB_3109,2021-02-25,736927
INV001258,FUND011,ClassB,CB_4730,2021-03-23,960839
INV001259,FUND011,ClassB,CB_4730,2021-12-15,1409318
INV001260,FUND011,ClassB,CB_3795,2021-12-27,1710043
INV001261,FUND011,ClassB,CB_4730,2023-03-20,1642077
INV001262,FUND011,ClassB,CB_3109,2023-01-26,664878
INV001263,FUND011,Institutional,IN_1477,2020-12-18,3051897
INV001264,FUND011,Institutional,IN_7366,2023-10-04,1695150
INV001265,FUND011,Institutional,IN_5579,2022-08-20,9640693
INV001266,FUND011,Institutional,IN_8046,2020-03-18,3909485
INV001267,FUND011,Institutional,IN_7366,2022-11-29,5616535
INV001268,FUND011,Institutional,IN_9816,2022-08-30,4728399
INV001269,FUND011,Institutional,IN_9816,2022-11-18,3419159
INV001270,FUND011,Institutional,IN_4942,2022-03-12,5176971
INV001271,FUND011,Institutional,IN_8046,2021-09-23,3029145
INV001272,FUND011,Institutional,IN_9816,2023-05-30,8944772
INV001273,FUND011,Institutional,IN_5579,2020-05-25,6417145
INV001274,FUND011,Institutional,IN_7366,2023-08-13,6432489
INV001275,FUND011,Institutional,IN_5579,2022-01-24,9222506
INV001276,FUND011,Institutional,IN_5579,2023-03-14,7734980
INV001277,FUND011,Institutional,IN_9816,2021-05-02,6887140
INV001278,FUND011,Institutional,IN_1477,2020-01-18,9787545
INV001279,FUND011,Institutional,IN_8046,2023-12-10,6304715
INV001280,FUND011,Institutional,IN_8046,2020-10-17,2183375
INV001281,FUND011,Institutional,IN_1477,2024-04-08,2001170
INV001282,FUND011,Institutional,IN_8046,2021-06-05,9255464
INV001283,FUND011,Institutional,IN_8046,2021-10-30,2438675
INV001284,FUND011,Institutional,IN_7366,2021-05-01,5316940
INV001285,FUND011,Institutional,IN_4942,2023-01-24,1978995
INV001286,FUND011,Institutional,IN_9816,2024-08-07,1071831
INV001287,FUND011,Institutional,IN_1477,2022-11-25,7412972
INV001288,FUND011,Institutional,IN_8046,2023-07-10,4060374
INV001289,FUND011,Institutional,IN_9816,2023-05-30,7106175
INV001290,FUND011,Institutional,IN_7366,2023-01-18,1082431
INV001291,FUND011,Institutional,IN_5579,2022-06-26,3887112
INV001292,FUND011,Institutional,IN_8046,2023-05-09,4922313
INV001293,FUND011,Institutional,IN_9816,2024-09-10,3274094
INV001294,FUND011,Institutional,IN_8046,2021-10-28,8399298
INV001295,FUND011,Institutional,IN_9816,2021-04-03,4199270
INV001296,FUND011,Institutional,IN_8046,2022-05-21,2533904
INV001297,FUND011,Institutional,IN_5579,2020-01-11,3737412
INV001298,FUND011,Institutional,IN_4942,2024-09-13,1369070
INV001299,FUND011,Institutional,IN_9816,2024-09-10,5217522
INV001300,FUND011,Institutional,IN_4942,2024-01-15,3368635
INV001301,FUND011,Institutional,IN_5579,2023-03-11,8547983
INV001302,FUND012,ClassA,CA_3276,2022-07-08,253542
INV001303,FUND012,ClassA,CA_3276,2020-10-11,120096
INV001304,FUND012,ClassA,CA_2357,2023-06-13,373622
INV001305,FUND012,ClassA,CA_2357,2022-01-30,478213
INV001306,FUND012,ClassA,CA_2357,2021-04-09,191398
INV001307,FUND012,ClassA,CA_3276,2022-01-30,269081
INV001308,FUND012,ClassA,CA_2357,2024-07-15,461237
INV001309,FUND012,ClassA,CA_2357,2022-08-19,294669
INV001310,FUND012,ClassA,CA_3276,2023-05-13,491339
INV001311,FUND012,ClassA,CA_3276,2020-04-04,329824
INV001312,FUND012,ClassA,CA_3276,2023-05-18,295962
INV001313,FUND012,ClassA,CA_3276,2024-11-24,151501
INV001314,FUND012,ClassA,CA_3276,2024-10-08,417022
INV001315,FUND012,ClassA,CA_2357,2020-02-27,224285
INV001316,FUND012,ClassA,CA_2357,2024-01-25,296509
INV001317,FUND012,ClassA,CA_8357,2020-05-19,220683
INV001318,FUND012,ClassA,CA_8357,2021-04-14,232199
INV001319,FUND012,ClassA,CA_8357,2023-07-28,107549
INV001320,FUND012,ClassA,CA_3276,2021-01-09,370401
INV001321,FUND012,ClassA,CA_2357,2024-02-24,79017
INV001322,FUND012,ClassA,CA_2357,2024-02-06,269053
INV001323,FUND012,ClassA,CA_3276,2021-07-28,347311
INV001324,FUND012,ClassA,CA_3276,2021-05-18,488703
INV001325,FUND012,ClassA,CA_3276,2023-12-16,146033
INV001326,FUND012,ClassA,CA_8357,2021-01-31,243658
INV001327,FUND012,ClassA,CA_3276,2022-03-23,442253
INV001328,FUND012,ClassA,CA_3276,2021-07-21,326266
INV001329,FUND012,ClassA,CA_3276,2021-11-03,301488
INV001330,FUND012,ClassA,CA_2357,2022-01-21,407049
